TRANSACTIONID,TRANSACTIONTYPE,TRANSACTIONDATE,TRANSACTIONTIME,AMOUNT,DESCRIPTION,BANKBRANCH,VIA,ACCOUNTNO,ACCOUNTSTATE,BALANCE,BENACCOUNTNO,BENACCOUNTSTATE,DESTINATIONPREVIOUSBALANCE,DESTINATIONNEWBALANCE,SOURCEPREVIOUSBALANCE,SOURCENEWBALANCE,SOURCEPHONENUMBER,DESTINATIONPHONENUMBER,FLAG
T005582,Withdrawal,2025-11-02,18:36:00,1251,Generated transaction,BR038,Branch,ACC1007674,active,-665,ACC1008078,active,1423,2674,586,-665,3539068040,7957366629,Circular
T005583,Withdrawal,2025-11-03,05:31:00,3602,Generated transaction,BR028,ATM,ACC1007724,active,566,ACC1001337,active,2990,6592,4168,566,2694202645,9299968623,
T005584,Deposit,2025-11-01,04:09:00,4569,Generated transaction,BR048,Branch,ACC1007082,active,4811,ACC1000232,active,1163,0,242,4811,1455434035,5497860023,
T005585,Deposit,2025-11-05,08:39:00,210,Generated transaction,BR015,Online,ACC1000547,active,11500,ACC1007315,active,2942,2732,142,11500,9725288142,6108002260,Abnormal-Balance
T005586,Transfer,2025-11-06,03:07:00,2273,Generated transaction,BR035,Online,ACC1000650,active,0,ACC1006503,active,630,0,1869,0,2055490610,5110121193,Smurfing
T005587,Withdrawal,2025-10-31,18:49:00,458,Generated transaction,BR032,Branch,ACC1004365,active,106,ACC1000194,active,2247,1789,564,106,6106246264,9473703517,Smurfing
T005588,Withdrawal,2025-11-02,03:38:00,211,Generated transaction,BR029,ATM,ACC1009995,active,802,ACC1004035,active,1735,1524,1013,802,2657635896,2106437183,Smurfing
T005589,Withdrawal,2025-10-31,08:02:00,4401,Generated transaction,BR002,Online,ACC1006275,active,0,ACC1002465,active,2056,6457,2511,0,5909963945,5190550738,
T005590,Deposit,2025-11-04,04:10:00,1280,Generated transaction,BR034,Online,ACC1006743,active,2959,ACC1008034,active,775,0,1679,2959,2003483421,2515227912,Circular
T005591,Deposit,2025-11-03,05:14:00,524,Generated transaction,BR010,Online,ACC1006018,active,837,ACC1007179,active,2927,3451,313,837,3566231443,9078420002,Circular
T005592,Transfer,2025-11-03,10:44:00,315,Generated transaction,BR042,Branch,ACC1006931,active,145,ACC1000457,active,317,632,460,145,2480968808,6412695831,Circular
T005593,Withdrawal,2025-10-31,06:33:00,3284,Generated transaction,BR048,Branch,ACC1009162,active,-2565,ACC1009208,active,1135,0,719,-2565,7262515791,1765348545,Circular
T005594,Transfer,2025-11-04,20:13:00,4190,Generated transaction,BR044,Online,ACC1009295,active,0,ACC1003789,active,1984,6174,2424,0,7858101056,5813406393,
T005595,Withdrawal,2025-11-02,22:55:00,2495,Generated transaction,BR012,ATM,ACC1003283,active,1053,ACC1002268,active,342,2837,3548,1053,2556675156,6552460151,
T005596,Transfer,2025-11-06,07:08:00,1027,Generated transaction,BR040,Online,ACC1008328,active,0,ACC1005377,active,2397,1370,282,0,1468563725,6027855004,
T005597,Transfer,2025-11-03,00:12:00,846,Generated transaction,BR037,ATM,ACC1004760,active,0,ACC1004081,active,123,969,450,0,3391599484,2311066551,Smurfing
T005598,Transfer,2025-10-31,04:06:00,17,Generated transaction,BR035,ATM,ACC1002175,active,1377,ACC1008478,active,1945,1928,1394,1377,3088398649,6108868048,Smurfing
T005599,Deposit,2025-11-03,03:33:00,4137,Generated transaction,BR017,ATM,ACC1002936,active,0,ACC1009182,active,2724,6861,1450,0,7826798956,4531368476,Smurfing
T005600,Withdrawal,2025-11-06,23:29:00,1229,Generated transaction,BR033,Online,ACC8482897,active,-348,ACC1004759,active,2014,785,881,-348,5336073223,1562986298,High-Risk
T005601,Transfer,2025-11-05,14:19:00,1322,Generated transaction,BR014,Branch,ACC1009842,active,0,ACC1007001,active,806,2128,1306,0,4797736279,3549737833,Smurfing
T005602,Deposit,2025-11-06,05:56:00,1129,Generated transaction,BR007,Online,ACC1006290,active,17059,ACC1008419,active,708,1837,114,17059,2235831422,2763693626,Abnormal-Balance
T005603,Transfer,2025-11-03,05:13:00,1139,Generated transaction,BR023,ATM,ACC1008038,active,2140,ACC1005367,active,2284,1145,3279,2140,6399138617,9047761745,
T005604,Deposit,2025-11-02,04:44:00,4225,Generated transaction,BR032,Online,ACC1001370,active,6629,ACC1002635,active,1375,5600,2404,6629,1250988948,7322531325,Circular
T005605,Deposit,2025-10-31,23:30:00,4876,Generated transaction,BR002,Online,ACC1000949,active,8514,ACC1008930,active,1066,5942,3638,8514,1625154456,6883616559,
T005606,Transfer,2025-11-04,03:29:00,3871,Generated transaction,BR046,Online,ACC1006075,active,0,ACC1006896,active,1033,0,290,0,6659708469,6347182872,Smurfing
T005607,Withdrawal,2025-10-31,23:26:00,4163,Generated transaction,BR041,ATM,ACC1003133,active,5084,ACC1007248,active,1068,0,921,5084,3461031363,4382940414,
T005608,Withdrawal,2025-11-06,22:53:00,357,Generated transaction,BR033,ATM,ACC1001670,active,4936,ACC1000960,active,2219,1862,4579,4936,3572676498,3903326529,
T005609,Transfer,2025-11-06,14:56:00,3524,Generated transaction,BR017,ATM,ACC1008619,active,-2299,ACC1009095,active,930,0,1225,-2299,7551458226,5935014870,Circular
T005610,Withdrawal,2025-11-03,02:56:00,985,Generated transaction,BR027,Online,ACC1006914,active,4330,ACC1001374,active,2651,3636,3345,4330,2449612199,6313364445,
T005611,Deposit,2025-10-31,09:20:00,3336,Generated transaction,BR002,Branch,ACC1000214,active,7812,ACC1008172,active,395,0,4476,7812,7287378145,2940894117,
T005612,Deposit,2025-11-02,11:26:00,289,Generated transaction,BR020,Branch,ACC1000721,active,2657,ACC1008227,active,1619,1330,2368,2657,6509053913,1651370709,Circular
T005613,Withdrawal,2025-11-03,22:52:00,3755,Generated transaction,BR048,Online,ACC1000708,active,5988,ACC1007335,active,383,0,2233,5988,8247736648,3450045565,
T005614,Withdrawal,2025-10-31,03:41:00,2096,Generated transaction,BR038,Online,ACC1001228,active,2157,ACC1006435,active,251,2347,4253,2157,6847684983,2404788861,
T005615,Deposit,2025-11-05,20:59:00,2431,Generated transaction,BR012,Branch,ACC1003764,active,0,ACC1009376,active,102,0,1540,0,8792836233,8009217676,Smurfing
T005616,Transfer,2025-11-05,00:43:00,397,Generated transaction,BR029,Branch,ACC1003299,active,1368,ACC1001855,active,1573,1970,971,1368,9983737667,2780367474,
T005617,Withdrawal,2025-11-03,23:51:00,3011,Generated transaction,BR013,ATM,ACC1005474,active,0,ACC1000913,active,339,3350,1729,0,3402943519,1248341541,Smurfing
T005618,Deposit,2025-11-02,18:11:00,1731,Generated transaction,BR020,Branch,ACC1003135,active,1156,ACC1005113,active,773,2504,2887,1156,1557183163,5694414728,
T005619,Withdrawal,2025-11-04,02:51:00,705,Generated transaction,BR049,Online,ACC1009544,active,1596,ACC1008208,active,1953,1248,891,1596,5030910859,8192670217,
T005620,Transfer,2025-11-05,22:36:00,3635,Generated transaction,BR040,ATM,ACC1009808,active,0,ACC1005597,active,2215,5850,2125,0,5868553775,3242036621,
T005621,Transfer,2025-11-05,14:24:00,1793,Generated transaction,BR011,ATM,ACC1003048,dormant,1793,ACC1008073,active,2787,4580,0,1793,9804169364,6209192011,Dormant-Active
T005622,Withdrawal,2025-11-06,20:33:00,786,Generated transaction,BR048,Online,ACC1004523,active,1092,ACC1009378,active,2996,3782,1878,1092,3522124593,6408879049,Smurfing
T005623,Transfer,2025-11-04,03:44:00,2323,Generated transaction,BR021,Branch,ACC1002795,active,0,ACC1001285,active,857,3180,147,0,8311674923,9107271697,Smurfing
T005624,Deposit,2025-11-02,04:30:00,1773,Generated transaction,BR033,Branch,ACC1002304,active,719,ACC1004524,active,751,2524,2492,719,3752298269,4509145957,
T005625,Withdrawal,2025-11-02,00:39:00,4575,Generated transaction,BR048,Online,ACC1006745,active,0,ACC1007338,active,2445,0,1478,0,5649835650,2981343415,Smurfing
T005626,Withdrawal,2025-11-02,18:38:00,2013,Generated transaction,BR024,Online,ACC1003504,active,6904,ACC1006584,active,179,2192,4891,6904,5249602746,6207190637,
T005627,Withdrawal,2025-11-04,19:50:00,594,Generated transaction,BR020,ATM,ACC1007820,active,3032,ACC1009706,active,2749,3343,2438,3032,5705243189,6484167083,
T005628,Transfer,2025-11-01,07:24:00,4561,Generated transaction,BR046,ATM,ACC1004206,active,-2461,ACC1003891,active,493,0,2100,-2461,1384866200,1037237043,Circular
T005629,Withdrawal,2025-11-04,07:16:00,4860,Generated transaction,BR038,Branch,ACC1000555,active,-3234,ACC1001325,active,395,5255,1626,-3234,6000936483,4446532567,Circular
T005630,Deposit,2025-11-05,18:10:00,921,Generated transaction,BR019,Online,ACC1009717,active,506,ACC1003837,active,2431,3352,1427,506,6160488091,7449965614,Smurfing
T005631,Transfer,2025-11-06,11:10:00,2529,Generated transaction,BR050,Online,ACC1006816,active,0,ACC1005172,active,1426,3955,1341,0,4587659751,4777792381,Smurfing
T005632,Transfer,2025-11-01,04:46:00,4672,Generated transaction,BR046,Online,ACC1002920,active,6141,ACC1003729,active,206,0,1469,6141,8759997617,3639260493,
T005633,Deposit,2025-11-03,04:29:00,1247,Generated transaction,BR005,Online,ACC6802190,active,1793,ACC1005810,active,683,0,546,1793,9777558685,4511525376,High-Risk
T005634,Withdrawal,2025-11-02,03:16:00,413,Generated transaction,BR015,ATM,ACC1004158,active,776,ACC1002762,active,1526,1113,1189,776,9993184118,1251652780,Circular
T005635,Deposit,2025-11-06,05:46:00,1066,Generated transaction,BR035,Branch,ACC1001600,active,1903,ACC1004936,active,2258,3324,2969,1903,5671489263,8468185246,
T005636,Transfer,2025-11-01,14:26:00,2070,Generated transaction,BR019,Branch,ACC1006992,active,0,ACC1004795,active,2976,5046,1546,0,7196957287,4823923676,Smurfing
T005637,Withdrawal,2025-11-01,00:42:00,397,Generated transaction,BR027,ATM,ACC1007733,active,140,ACC1006713,active,2329,2726,537,140,2995062275,5608382691,Smurfing
T005638,Withdrawal,2025-11-05,17:00:00,2015,Generated transaction,BR046,ATM,ACC1003543,active,0,ACC1008456,active,1376,3391,567,0,2426952486,5407418053,Smurfing
T005639,Withdrawal,2025-11-03,11:06:00,2834,Generated transaction,BR005,Branch,ACC1005142,active,1077,ACC1006351,active,2101,0,3911,1077,8851627648,4092243597,
T005640,Deposit,2025-11-04,08:20:00,2898,Generated transaction,BR017,Branch,ACC1005074,active,0,ACC1003726,active,471,3369,254,0,4056562304,2647063042,Smurfing
T005641,Deposit,2025-11-04,18:48:00,212,Generated transaction,BR045,Branch,ACC1008685,active,1733,ACC1006030,active,2727,2939,1521,1733,1831495417,3765086219,
T005642,Withdrawal,2025-11-02,13:19:00,3079,Generated transaction,BR010,ATM,ACC1007024,active,-2727,ACC1001477,active,846,0,352,-2727,1197746222,2690272481,Circular
T005643,Withdrawal,2025-11-04,23:52:00,1822,Generated transaction,BR003,Branch,ACC1006768,active,0,ACC1008800,active,477,2299,867,0,2337882212,3499958518,
T005644,Deposit,2025-11-05,18:03:00,2050,Generated transaction,BR036,Branch,ACC1002152,active,0,ACC1004572,active,86,0,1829,0,5978449790,7544563864,Smurfing
T005645,Deposit,2025-11-02,04:53:00,3099,Generated transaction,BR034,ATM,ACC1005666,active,0,ACC1004422,active,217,3316,1104,0,1207409047,6292607077,Smurfing
T005646,Deposit,2025-11-03,05:02:00,4830,Generated transaction,BR016,Online,ACC1008588,active,7269,ACC1007274,active,2490,7320,2439,7269,6887662447,9061004946,Circular
T005647,Transfer,2025-11-01,11:50:00,4288,Generated transaction,BR039,Branch,ACC1008209,active,0,ACC1006109,active,738,0,66,0,5833576723,5927564890,Smurfing
T005648,Withdrawal,2025-11-01,11:25:00,3562,Generated transaction,BR050,ATM,ACC1002957,active,-3283,ACC1005148,active,2892,0,279,-3283,3021299127,3247491661,Circular
T005649,Withdrawal,2025-11-03,11:56:00,3307,Generated transaction,BR035,ATM,ACC1001713,active,900,ACC1007553,active,177,3484,4207,900,3559647151,2273364830,
T005650,Deposit,2025-11-06,02:52:00,2988,Generated transaction,BR037,ATM,ACC1003138,active,0,ACC1008844,active,1946,4934,1618,0,3431814671,6839544947,Smurfing
T005651,Withdrawal,2025-11-04,13:07:00,551,Generated transaction,BR015,Online,ACC1001492,active,1166,ACC1006931,active,1478,927,1717,1166,2153642779,5246996083,Circular
T005652,Transfer,2025-11-06,18:23:00,1306,Generated transaction,BR007,Branch,ACC1009738,active,3280,ACC1005658,active,2361,1055,1974,3280,9573266288,2067948567,
T005653,Withdrawal,2025-11-06,10:32:00,2164,Generated transaction,BR003,ATM,ACC1000340,active,0,ACC1001067,active,946,0,1098,0,3145084541,3593901061,Smurfing
T005654,Deposit,2025-11-05,14:34:00,684,Generated transaction,BR048,ATM,ACC1004663,active,2395,ACC1002841,active,2699,3383,3079,2395,8157689225,3036917651,
T005655,Deposit,2025-11-05,08:48:00,383,Generated transaction,BR007,Online,ACC1008847,active,0,ACC1007834,active,2865,3248,355,0,6283138042,9274629280,Smurfing
T005656,Deposit,2025-11-03,01:46:00,407,Generated transaction,BR041,Online,ACC1003530,active,1198,ACC1009843,active,262,0,1605,1198,9631610535,8544090971,Smurfing
T005657,Transfer,2025-10-31,09:54:00,4887,Generated transaction,BR018,Branch,ACC1003172,active,0,ACC1000129,active,976,0,4184,0,2715669638,7135030324,
T005658,Deposit,2025-11-05,14:50:00,2402,Generated transaction,BR039,Branch,ACC1002513,active,0,ACC1006520,active,2575,4977,1960,0,8345978555,1306864293,Smurfing
T005659,Transfer,2025-11-04,15:42:00,3865,Generated transaction,BR049,Online,ACC1007788,active,0,ACC1006239,active,2697,6562,1925,0,2201048265,5537538360,Smurfing
T005660,Deposit,2025-10-31,11:49:00,672,Generated transaction,BR042,ATM,ACC1006364,active,49351,ACC1008640,active,1806,1134,151,49351,3146665703,1725268789,Abnormal-Balance
T005661,Transfer,2025-11-03,21:58:00,317,Generated transaction,BR010,ATM,ACC1000540,dormant,317,ACC1001002,active,149,466,0,317,5035949235,8254443326,Dormant-Active
T005662,Withdrawal,2025-11-02,02:32:00,4952,Generated transaction,BR031,Online,ACC1001019,active,6048,ACC1001931,active,1570,0,1096,6048,3605293511,3501628323,
T005663,Deposit,2025-11-05,18:44:00,3358,Generated transaction,BR023,ATM,ACC1005605,active,0,ACC1004302,active,1694,5052,702,0,6620760328,9743480694,Smurfing
T005664,Withdrawal,2025-11-03,00:24:00,2414,Generated transaction,BR010,Online,ACC1000545,active,2534,ACC1007843,active,2638,5052,4948,2534,1065907573,1559329741,
T005665,Transfer,2025-11-05,08:59:00,2825,Generated transaction,BR042,Branch,ACC1006773,active,0,ACC1004292,active,622,3447,2134,0,4507255660,3017559680,
T005666,Deposit,2025-11-05,08:33:00,2517,Generated transaction,BR010,Online,ACC1003992,active,4038,ACC1006056,active,2617,5134,1521,4038,9147755624,5635401647,Circular
T005667,Transfer,2025-11-06,11:28:00,4055,Generated transaction,BR044,Branch,ACC1006503,active,-1855,ACC1003137,active,1538,0,2200,-1855,8591832588,3873305624,Circular
T005668,Deposit,2025-11-02,16:24:00,2430,Generated transaction,BR044,Online,ACC1004968,active,0,ACC1007649,active,1864,4294,804,0,4695348414,6271078165,Smurfing
T005669,Transfer,2025-11-06,23:42:00,1405,Generated transaction,BR008,Branch,ACC1000593,active,0,ACC1006701,active,1723,318,110,0,3215517075,7918211172,Smurfing
T005670,Withdrawal,2025-11-03,17:55:00,3450,Generated transaction,BR040,Branch,ACC1007330,active,4290,ACC1000587,active,1749,5199,840,4290,7757214867,5062640848,
T005671,Deposit,2025-11-03,22:53:00,2968,Generated transaction,BR002,Branch,ACC1004089,active,11351,ACC1005323,active,56,0,184,11351,6961849107,9163408147,Abnormal-Balance
T005672,Withdrawal,2025-11-06,14:47:00,108,Generated transaction,BR010,Branch,ACC1009269,active,798,ACC1000770,active,2383,2491,906,798,8410482041,9639690617,Circular
T005673,Withdrawal,2025-11-06,14:28:00,1130,Generated transaction,BR033,Online,ACC1001880,active,420,ACC1002290,active,1388,2518,1550,420,7828791999,6342326445,Circular
T005674,Deposit,2025-11-06,16:07:00,3193,Generated transaction,BR038,Online,ACC1001287,active,4754,ACC1000555,active,2234,0,1561,4754,6876180998,3084759813,
T005675,Transfer,2025-11-05,02:10:00,2970,Generated transaction,BR016,Branch,ACC6970109,active,-2005,ACC1005227,active,2238,0,965,-2005,8420041224,9719592657,High-Risk
T005676,Deposit,2025-11-01,08:58:00,4649,Generated transaction,BR014,Branch,ACC6802190,active,5152,ACC1000547,active,1987,0,503,5152,5914334722,5978040285,High-Risk
T005677,Deposit,2025-11-04,00:19:00,3093,Generated transaction,BR049,Online,ACC1009511,active,37413,ACC1008510,active,180,3273,6,37413,2529001213,3975980822,Abnormal-Balance
T005678,Withdrawal,2025-11-06,18:04:00,1303,Generated transaction,BR033,ATM,ACC1006990,active,1327,ACC1008559,active,2559,3862,2630,1327,6226050390,3084917571,Circular
T005679,Withdrawal,2025-11-06,03:09:00,1238,Generated transaction,BR038,Branch,ACC1000650,active,0,ACC1008725,active,2897,1659,324,0,1317563904,6894475091,Smurfing
T005680,Deposit,2025-11-03,01:05:00,4365,Generated transaction,BR004,Branch,ACC1009123,active,0,ACC1008748,active,2235,0,520,0,7264051884,2344606688,Smurfing
T005681,Withdrawal,2025-11-01,09:39:00,3799,Generated transaction,BR006,Online,ACC1005461,active,0,ACC1002916,active,2159,0,2502,0,3807306976,1852077175,
T005682,Transfer,2025-10-31,14:16:00,3899,Generated transaction,BR034,ATM,ACC1004020,active,5093,ACC1005586,active,401,4300,1194,5093,1952887356,6323368469,
T005683,Deposit,2025-10-31,10:12:00,2490,Generated transaction,BR047,Branch,ACC1000683,active,1748,ACC1002416,active,2865,5355,4238,1748,3165038023,5727011361,
T005684,Deposit,2025-11-05,14:47:00,4561,Generated transaction,BR050,Online,ACC1002513,active,0,ACC1003644,active,858,0,529,0,5781623308,3896918354,Smurfing
T005685,Deposit,2025-11-06,03:49:00,3562,Generated transaction,BR049,ATM,ACC1004019,active,43538,ACC1006599,active,1729,0,110,43538,8648821596,7637923036,Abnormal-Balance
T005686,Transfer,2025-11-06,15:58:00,722,Generated transaction,BR002,ATM,ACC1004715,active,2807,ACC1009990,active,809,87,2085,2807,4652800290,5427325364,
T005687,Withdrawal,2025-11-01,19:46:00,2761,Generated transaction,BR014,Online,ACC4659300,active,-2529,ACC1004657,active,2779,5540,232,-2529,4017525990,8584787547,High-Risk
T005688,Deposit,2025-10-31,06:10:00,1344,Generated transaction,BR003,Branch,ACC1003606,active,0,ACC1005290,active,2389,1045,712,0,3708554375,6519650055,Smurfing
T005689,Withdrawal,2025-11-01,08:24:00,3065,Generated transaction,BR025,Branch,ACC1003792,active,0,ACC1003966,active,735,0,538,0,6036047917,5990663505,Smurfing
T005690,Withdrawal,2025-11-03,14:08:00,3012,Generated transaction,BR042,Online,ACC1003628,active,-461,ACC1000478,active,355,0,2551,-461,2939404229,1236535030,Circular
T005691,Transfer,2025-10-31,18:31:00,1780,Generated transaction,BR010,Online,ACC1003566,active,0,ACC1007033,active,2326,546,820,0,8370192665,6538715173,
T005692,Deposit,2025-11-01,01:54:00,3454,Generated transaction,BR035,ATM,ACC1002630,active,472,ACC1002399,active,2701,6155,3926,472,2843813121,9355184111,
T005693,Transfer,2025-11-04,14:08:00,38,Generated transaction,BR015,Branch,ACC1004761,active,1102,ACC1004728,active,153,191,1140,1102,2059856646,7443992985,
T005694,Transfer,2025-11-01,07:55:00,32,Generated transaction,BR007,Branch,ACC1001453,dormant,32,ACC1008324,active,521,553,0,32,6002496551,4920484799,Dormant-Active
T005695,Withdrawal,2025-11-04,00:30:00,4892,Generated transaction,BR032,ATM,ACC4659300,active,-4730,ACC1004433,active,1150,6042,162,-4730,6692739834,5398502269,High-Risk
T005696,Withdrawal,2025-11-05,03:15:00,2195,Generated transaction,BR010,Branch,ACC1005133,active,6954,ACC1001032,active,523,2718,4759,6954,7595878961,5290162492,
T005697,Transfer,2025-10-31,21:39:00,2183,Generated transaction,BR044,ATM,ACC1005904,dormant,2183,ACC1005018,active,1530,0,0,2183,2593161452,6029149881,Dormant-Active
T005698,Deposit,2025-11-03,10:00:00,4610,Generated transaction,BR001,Online,ACC1002502,active,8815,ACC1002468,active,934,0,4205,8815,7741451191,3408937387,
T005699,Transfer,2025-11-03,16:06:00,4552,Generated transaction,BR011,Online,ACC1007472,dormant,4552,ACC1009733,active,809,0,0,4552,7245876263,4712908198,Dormant-Active
T005700,Withdrawal,2025-10-31,23:14:00,3556,Generated transaction,BR028,ATM,ACC1000848,active,204,ACC1009815,active,158,3714,3760,204,2476571289,3386961815,
T005701,Transfer,2025-10-31,16:00:00,3817,Generated transaction,BR006,ATM,ACC1006374,active,0,ACC1009252,active,437,0,1946,0,7530439239,6829582340,Smurfing
T005702,Deposit,2025-11-05,07:25:00,4795,Generated transaction,BR016,Online,ACC1000635,active,0,ACC1000121,active,1033,5828,1118,0,5322961280,9606799386,Smurfing
T005703,Transfer,2025-11-04,05:03:00,4046,Generated transaction,BR049,Online,ACC1008415,active,0,ACC1002422,active,1763,5809,1771,0,5677615118,2784366068,Smurfing
T005704,Withdrawal,2025-11-05,13:47:00,2201,Generated transaction,BR042,Online,ACC1003618,active,0,ACC1006643,active,1396,3597,1667,0,5932325004,1082873311,Smurfing
T005705,Deposit,2025-11-02,13:23:00,4782,Generated transaction,BR006,ATM,ACC1002246,active,0,ACC1000716,active,1131,0,1729,0,3641118490,1117055798,Smurfing
T005706,Transfer,2025-11-03,09:48:00,3639,Generated transaction,BR048,Online,ACC1005243,dormant,3639,ACC1002759,active,419,4058,0,3639,2175067050,1299806783,Dormant-Active
T005707,Deposit,2025-11-01,04:20:00,4630,Generated transaction,BR046,Online,ACC1005473,active,5974,ACC1008756,active,2607,7237,1344,5974,9548014242,6264305979,Circular
T005708,Deposit,2025-11-04,04:56:00,3919,Generated transaction,BR004,Online,ACC1007299,active,4874,ACC1003404,active,465,4384,955,4874,8762030692,5174447011,Circular
T005709,Deposit,2025-11-04,09:04:00,2102,Generated transaction,BR009,Branch,ACC1006709,active,3730,ACC1000217,active,1862,0,1628,3730,3903663800,5007767563,Circular
T005710,Withdrawal,2025-10-31,18:43:00,2859,Generated transaction,BR035,Branch,ACC1006598,active,0,ACC1008159,active,1757,4616,1019,0,3414184578,8948566237,Smurfing
T005711,Transfer,2025-11-03,14:13:00,4545,Generated transaction,BR032,Online,ACC1000285,active,0,ACC1001734,active,2758,7303,2605,0,6321251544,9047342783,
T005712,Transfer,2025-11-02,05:03:00,563,Generated transaction,BR032,Online,ACC1007066,active,363,ACC1005022,active,176,739,926,363,9139838309,8798256722,Smurfing
T005713,Deposit,2025-11-05,00:38:00,3878,Generated transaction,BR012,ATM,ACC1002347,active,0,ACC1008941,active,2801,6679,1144,0,5342056438,6222218814,Smurfing
T005714,Transfer,2025-11-05,20:24:00,3981,Generated transaction,BR046,Branch,ACC1008552,dormant,3981,ACC1003076,active,1088,5069,0,3981,3758430379,6511860842,Dormant-Active
T005715,Withdrawal,2025-11-02,22:41:00,1474,Generated transaction,BR033,Branch,ACC6970109,active,-717,ACC1000278,active,505,1979,757,-717,5978636880,2135742711,High-Risk
T005716,Deposit,2025-11-03,17:38:00,2958,Generated transaction,BR044,Branch,ACC1008280,active,0,ACC1009245,active,1556,4514,942,0,6226892254,4015285889,
T005717,Deposit,2025-10-31,06:23:00,4168,Generated transaction,BR011,ATM,ACC1004229,active,0,ACC1001874,active,820,0,3672,0,9049693639,5007587641,
T005718,Withdrawal,2025-11-03,07:05:00,103,Generated transaction,BR046,ATM,ACC1008602,active,685,ACC1009616,active,1616,1719,582,685,9534849287,5205954649,
T005719,Transfer,2025-11-03,01:11:00,4593,Generated transaction,BR002,Branch,ACC1000505,dormant,4593,ACC1008328,active,883,0,0,4593,3482450301,3013383901,Dormant-Active
T005720,Deposit,2025-10-31,15:06:00,4582,Generated transaction,BR002,Online,ACC1008719,active,0,ACC1006995,active,729,0,1918,0,3131385060,9877273378,Smurfing
T005721,Deposit,2025-11-01,21:50:00,2958,Generated transaction,BR022,Online,ACC1005776,active,3675,ACC1008019,active,951,0,717,3675,8703274445,8603638806,
T005722,Transfer,2025-11-06,18:20:00,964,Generated transaction,BR040,Branch,ACC1000702,active,2352,ACC1003614,active,2156,1192,3316,2352,1712289879,6186387476,
T005723,Transfer,2025-11-06,15:17:00,3625,Generated transaction,BR001,Online,ACC1001210,dormant,3625,ACC1009606,active,2244,0,0,3625,3972970325,9710967955,Dormant-Active
T005724,Withdrawal,2025-11-04,04:30:00,677,Generated transaction,BR044,ATM,ACC6802190,active,113,ACC1005056,active,2435,3112,790,113,8927851572,3238162017,High-Risk
T005725,Transfer,2025-11-06,05:08:00,1720,Generated transaction,BR035,Branch,ACC1007428,active,2772,ACC1005198,active,2798,4518,4492,2772,3656441249,4646622177,
T005726,Transfer,2025-11-05,06:29:00,62,Generated transaction,BR047,ATM,ACC1007465,active,1612,ACC1002902,active,856,794,1674,1612,4018253845,6536183790,Smurfing
T005727,Deposit,2025-11-02,15:37:00,4871,Generated transaction,BR034,Online,ACC1001424,active,0,ACC1001051,active,527,5398,227,0,2745573008,1273019468,
T005728,Withdrawal,2025-11-02,10:26:00,4509,Generated transaction,BR004,Online,ACC1008589,active,0,ACC1002795,active,1512,6021,1660,0,8556124088,3029059581,Smurfing
T005729,Withdrawal,2025-11-06,10:33:00,3555,Generated transaction,BR027,ATM,ACC1000340,active,0,ACC1006875,active,2883,6438,510,0,1876613526,8552659149,Smurfing
T005730,Deposit,2025-11-04,22:39:00,178,Generated transaction,BR005,Online,ACC1006296,active,4638,ACC1002914,active,832,1010,4816,4638,3935555796,8115621636,
T005731,Withdrawal,2025-11-04,05:20:00,2786,Generated transaction,BR001,Branch,ACC1001251,active,-120,ACC1004567,active,2184,4970,2666,-120,6473070759,1947343591,Circular
T005732,Withdrawal,2025-11-03,20:56:00,4726,Generated transaction,BR034,Online,ACC1005857,active,0,ACC1001490,active,1828,6554,1506,0,2195353204,5203865848,Smurfing
T005733,Transfer,2025-11-06,18:46:00,1215,Generated transaction,BR042,Branch,ACC1004929,active,0,ACC1007711,active,2782,1567,496,0,1079279059,3077800057,Smurfing
T005734,Withdrawal,2025-11-03,03:33:00,1428,Generated transaction,BR044,Online,ACC1002289,active,2945,ACC1007662,active,2336,908,1517,2945,3641151892,3819883336,
T005735,Transfer,2025-11-03,17:18:00,4433,Generated transaction,BR009,Online,ACC1002879,active,-4022,ACC1001112,active,2429,0,411,-4022,9568216342,7097891598,Circular
T005736,Transfer,2025-11-05,10:27:00,4386,Generated transaction,BR016,ATM,ACC1008595,active,0,ACC1005689,active,261,0,1644,0,4992105251,4752200963,Smurfing
T005737,Deposit,2025-11-06,12:06:00,3290,Generated transaction,BR017,ATM,ACC1000685,active,6618,ACC1001148,active,432,3722,3328,6618,4249238710,2208906515,
T005738,Deposit,2025-11-04,21:32:00,3599,Generated transaction,BR041,ATM,ACC1006438,active,0,ACC1006859,active,2691,0,2413,0,9198912717,1033400359,
T005739,Transfer,2025-11-02,17:37:00,3146,Generated transaction,BR021,Branch,ACC1005868,active,0,ACC1000313,active,2851,5997,2281,0,5872007596,7038331583,
T005740,Withdrawal,2025-10-31,10:17:00,312,Generated transaction,BR022,ATM,ACC1006438,active,2430,ACC1000550,active,1481,1169,2118,2430,8048036048,4867009360,
T005741,Withdrawal,2025-11-01,12:06:00,4991,Generated transaction,BR032,ATM,ACC1002838,active,6096,ACC1009636,active,2957,0,1105,6096,9455351929,3137836883,
T005742,Deposit,2025-11-01,23:28:00,314,Generated transaction,BR046,Branch,ACC1004009,active,2219,ACC1006781,active,2486,2800,1905,2219,8432842590,5559867757,
